ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202323413,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,,0
202323413,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,,0
202323413,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,,0
202323413,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,71/126,1
202323413,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,0.622,1
202323413,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,257/300,1
202323413,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,1/21,1
202323413,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,0.875,2
202323313,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,,0
202323313,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,,0
202323313,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,,0
202323313,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,,0
202323313,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,,0
202323313,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,4.76%,1
202323313,4,"Маленькая Сонечка помогает маме и моет посуду – всего 10 тарелок, 5 блюдец и 5 чашек. Вероятность того, что она разобьет тарелку – 8%, блюдце – 5% и чашку – 3%. Определить вероятность того, что наудачу выбранный предмет, который она сейчас моет, не пострадает.",0.94,20/63,1
202323313,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,11/21,1
202323313,6,"Литье в болванках поступает из двух цехов: 70% из первого и 30% из второго. При этом материал из первого цеха имеет 5% брака, а из второго – 10%. Найти вероятность того, что взятая наугад болванка без дефекта.",0.935,0.935,2
202323313,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,20/63,2
202323421,4,"Маленькая Сонечка помогает маме и моет посуду – всего 10 тарелок, 5 блюдец и 5 чашек. Вероятность того, что она разобьет тарелку – 8%, блюдце – 5% и чашку – 3%. Определить вероятность того, что наудачу выбранный предмет, который она сейчас моет, не пострадает.",0.94,,0
202323421,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,,0
202323421,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,,0
202323421,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,,0
202323421,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,,0
202323421,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,0.5,1
202323421,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,0.5,1
202323421,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,0.5,1
202323421,6,"Литье в болванках поступает из двух цехов: 70% из первого и 30% из второго. При этом материал из первого цеха имеет 5% брака, а из второго – 10%. Найти вероятность того, что взятая наугад болванка без дефекта.",0.935,0.5,1
202323421,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,0.5,1
202323319,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,,0
202323319,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,,0
202323319,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,,0
202323319,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,,0
202323319,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,,0
202323319,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,11/21,1
202323319,4,"Маленькая Сонечка помогает маме и моет посуду – всего 10 тарелок, 5 блюдец и 5 чашек. Вероятность того, что она разобьет тарелку – 8%, блюдце – 5% и чашку – 3%. Определить вероятность того, что наудачу выбранный предмет, который она сейчас моет, не пострадает.",0.94,0.94,2
202323319,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,20/63,1
202323319,6,"Литье в болванках поступает из двух цехов: 70% из первого и 30% из второго. При этом материал из первого цеха имеет 5% брака, а из второго – 10%. Найти вероятность того, что взятая наугад болванка без дефекта.",0.935,0.935,2
202323319,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,0.86,2
202323608,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,,0
202323608,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,,0
202323608,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,,0
202323608,4,"Маленькая Сонечка помогает маме и моет посуду – всего 10 тарелок, 5 блюдец и 5 чашек. Вероятность того, что она разобьет тарелку – 8%, блюдце – 5% и чашку – 3%. Определить вероятность того, что наудачу выбранный предмет, который она сейчас моет, не пострадает.",0.94,,0
202323608,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,,0
202323608,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,22/81,2
202323608,6,"Литье в болванках поступает из двух цехов: 70% из первого и 30% из второго. При этом материал из первого цеха имеет 5% брака, а из второго – 10%. Найти вероятность того, что взятая наугад болванка без дефекта.",0.935,93.5%,1
202323608,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,11/21,1
202323608,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,1/21,1
202323608,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,0.875,2
202323612,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,,0
202323612,4,"Маленькая Сонечка помогает маме и моет посуду – всего 10 тарелок, 5 блюдец и 5 чашек. Вероятность того, что она разобьет тарелку – 8%, блюдце – 5% и чашку – 3%. Определить вероятность того, что наудачу выбранный предмет, который она сейчас моет, не пострадает.",0.94,,0
202323612,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,,0
202323612,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,,0
202323612,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,,0
202323612,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,0.39,2
202323612,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,16/63,1
202323612,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,20/21,1
202323612,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,0.87,2
202323612,6,"Литье в болванках поступает из двух цехов: 70% из первого и 30% из второго. При этом материал из первого цеха имеет 5% брака, а из второго – 10%. Найти вероятность того, что взятая наугад болванка без дефекта.",0.935,0.905,2
202323317,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,,0
202323317,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,,0
202323317,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,,0
202323317,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,,0
202323317,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,,0
202323317,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,0.8625,1
202323317,6,"Литье в болванках поступает из двух цехов: 70% из первого и 30% из второго. При этом материал из первого цеха имеет 5% брака, а из второго – 10%. Найти вероятность того, что взятая наугад болванка без дефекта.",0.935,0.935,2
202323317,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,0.382,1
202323317,4,"Маленькая Сонечка помогает маме и моет посуду – всего 10 тарелок, 5 блюдец и 5 чашек. Вероятность того, что она разобьет тарелку – 8%, блюдце – 5% и чашку – 3%. Определить вероятность того, что наудачу выбранный предмет, который она сейчас моет, не пострадает.",0.94,0.94,2
202323317,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,200/201,1
202323418,9,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это мужчина.",0.66,,0
202323418,8,"В отделении Сбербанка имеются четыре автомата для пересчета купюр. Вероятности того, что автомат выдержит гарантийный срок службы, соответственно равны: 0,8, 0,85, 0,9 и 0,95. Найти вероятность того, что взятый наудачу автомат выдержит гарантийный срок.",0.875,,0
202323418,4,"Маленькая Сонечка помогает маме и моет посуду – всего 10 тарелок, 5 блюдец и 5 чашек. Вероятность того, что она разобьет тарелку – 8%, блюдце – 5% и чашку – 3%. Определить вероятность того, что наудачу выбранный предмет, который она сейчас моет, не пострадает.",0.94,,0
202323418,1,"Имеется три одинаковые урны с шарами. В первой урне 4 белых и 3 черных, во второй – 5 белых и 2 черных, в третьей – 2 белых и 5 черных шаров. Некто выбирает наугад одну из урн и вынимает из нее шар. Найти вероятность того, что это белый шар.",0.52,,0
202323418,3,"В первой урне 3 белых шара и 2 черных шара, во второй – 2 белых и 4 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар белый.",0.4,,0
202323418,6,"Литье в болванках поступает из двух цехов: 70% из первого и 30% из второго. При этом материал из первого цеха имеет 5% брака, а из второго – 10%. Найти вероятность того, что взятая наугад болванка без дефекта.",0.935,93.5%,1
202323418,5,"В первой урне 4 белых шара и 3 черных шара, во второй – 5 белых и 2 черных шара. Из первой урны во вторую переложено два шара, а затем из второй урны извлечен один шар. Определить вероятность того, что этот шар черный.",0.3175,22/81,1
202323418,10,"Известно, что 5% всех мужчин и 0,25% всех женщин – дальтоники. Наугад выбранное лицо страдает дальтонизмом. Какова вероятность того, что это женщина.",0.33,1/21,1
202323418,2,"Вирус подвергается действию раствора антибиотиков А, В, С, концентрация которых соответственно 52%, 38% и 10%, а эффективность уничтожения ими вируса – соответственно 30%, 40% и 70%. Определить вероятность гибели вируса.",0.378,37.8%,1
202323418,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,86%,1
202323614,7,"В группе спортсменов 20 лыжников, 6 велосипедистов, 4 бегуна. Вероятность выполнить квалификационную норму для лыжника – 0,9; для велосипедиста – 0,8 и для бегуна – 0,75. Найти вероятность того, что взятый наудачу спортсмен выполнит норму.",0.86,,0
