ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202225013,3,Как называется возможность перемещения машины самоходом или перевозки ее на транспорте в собранном виде?,Транспортабельность,"Возможность перемещения машины самоходом или перевозки ее на транспорте в собранном виде называется ""транспортировка машины"" или ""перемещение машины"". Если речь идет о перемещении на открытых дорогах， то также можно говорить о ""движении машины по дорогам"".",1
202225013,4,Как называется возможность удобного технического обслуживания и ремонта машины для поддержания ее в работоспособном состоянии?,Ремонтопригодность,,0
202225013,5,"Как называется способность преодолевать неровности местности, водные преграды, рыхлые грунты, снежный покров?",Проходимость,,0
202225013,6,Как называется способность разворачиваться в естественных условиях с минимальным радиусом поворота?,Маневренность,Способность машины разворачиваться в естественных условиях с минимальным радиусом поворота называется маневренность.,2
202225013,7,"Как называется техническая характеристика строительной машины, выражаемая в
количестве продукции (в массе, объеме или штуках), вырабатываемой в единицу
времени (час, смену, месяц, год)?",Производительность,,0
202225013,8,"Как называется совокупность силового оборудования, трансмиссии и систем управления, обеспечивающих приведение в действие механизмов машин и рабочих органов?",Привод,,0
202225013,9,"Как называется передаточный механизм, который позволяет изменять по величине и направлению скорости, крутящие моменты и усилия?",Трансмиссия,Передаточный механизм， который позволяет изменять по величине и направлению скорости， крутящие моменты и усилия， называется педаль газа в автомобиле. Она управляет подачей топлива в двигатель， что влияет на его работу и， в конечном итоге， на скорость и силу передвижения машины.   Однако， если речь идет о более общем механизме， то это может быть коробка передач. Она позволяет менять отношения между вращением двигателя и вращением колес， что позволяет адаптировать скорость и крутящий момент машины к различным условиям движения. Например， в разных передачах коробки передач машина может ехать с разной скоростью при одинаковом обороте двигателя. Кроме того， коробка передач может изменять направление вращения колес， что необходимо для движения машины назад.,1
202225013,10,Как называется способность машины противостоять действию опрокидывающих сил?,Устойчивость,Способность машины противостоять действию опрокидывающих сил называется стойкостью машины или устойчивостью машины к опрокидыванию.,2
202123925,1,Как называется способность безотказной работы машины без вынужденных простоев из-за неисправности при правильном управлении и нормальных нагрузках?,Надежность,,0
202123925,2,"Как называется обеспечение минимального расхода энергоресурсов (электроэнергии или топлива), смазочных и других эксплуатационных материалов, а также трудозатрат на управление машиной и уход за ней?",Экономичность,,0
202123925,3,Как называется возможность перемещения машины самоходом или перевозки ее на транспорте в собранном виде?,Транспортабельность,,0
202123925,4,Как называется возможность удобного технического обслуживания и ремонта машины для поддержания ее в работоспособном состоянии?,Ремонтопригодность,"Возможность удобного технического обслуживания и ремонта машины для поддержания ее в работоспособном состоянии называется ""сервисабельность"" или ""обслуживаемость"". Этот аспект конструкции автомобиля важен для облегчения процесса обслуживания， проверки и ремонта， что способствует сохранению работоспособности и продлению срока службы транспортного средства.",2
202123925,5,"Как называется способность преодолевать неровности местности, водные преграды, рыхлые грунты, снежный покров?",Проходимость,"Описанная вами способность преодолевать неровности местности， водные преграды， рыхлые грунты и снежный покров называется ""проходимость"". В контексте различных видов машин， транспортных средств или оборудования， проходимость определяет их способность без помех преодолевать различные препятствия и условия на маршруте.",2
202123925,6,Как называется способность разворачиваться в естественных условиях с минимальным радиусом поворота?,Маневренность,"Способность разворачиваться в естественных условиях с минимальным радиусом поворота называется ""маневренность"". Маневренность транспортного средства или механизма определяет его способность эффективно маневрировать в ограниченных условиях или на узких участках дороги， обеспечивая легкий и быстрый поворот без необходимости широкого радиуса разворота.",2
202123925,7,"Как называется техническая характеристика строительной машины, выражаемая в
количестве продукции (в массе, объеме или штуках), вырабатываемой в единицу
времени (час, смену, месяц, год)?",Производительность,"Техническая характеристика строительной машины， выражаемая в количестве продукции (в массе， объеме или штуках)， производимой в единицу времени (час， смену， месяц， год)， называется ""производительностью"". Показатель производительности машины является важным критерием при оценке ее эффективности в процессе выполнения работ.",2
202123925,8,"Как называется совокупность силового оборудования, трансмиссии и систем управления, обеспечивающих приведение в действие механизмов машин и рабочих органов?",Привод,,0
202123925,9,"Как называется передаточный механизм, который позволяет изменять по величине и направлению скорости, крутящие моменты и усилия?",Трансмиссия,,0
202123925,10,Как называется способность машины противостоять действию опрокидывающих сил?,Устойчивость,"Способность машины противостоять действию опрокидывающих сил называется ""устойчивость"". Устойчивость автомобиля определяет его способность сохранять равновесие и предотвращать опрокидывание при различных условиях движения， таких как повороты， изменения скорости или неровности дороги. Важным аспектом для обеспечения безопасности и комфорта во время эксплуатации транспортного средства является его устойчивость.",2
202225015,1,Как называется способность безотказной работы машины без вынужденных простоев из-за неисправности при правильном управлении и нормальных нагрузках?,Надежность,,0
202225015,2,"Как называется обеспечение минимального расхода энергоресурсов (электроэнергии или топлива), смазочных и других эксплуатационных материалов, а также трудозатрат на управление машиной и уход за ней?",Экономичность,,0
202225015,3,Как называется возможность перемещения машины самоходом или перевозки ее на транспорте в собранном виде?,Транспортабельность,,0
202225015,4,Как называется возможность удобного технического обслуживания и ремонта машины для поддержания ее в работоспособном состоянии?,Ремонтопригодность,Ремонтопригодность,2
202225015,5,"Как называется способность преодолевать неровности местности, водные преграды, рыхлые грунты, снежный покров?",Проходимость,,0
202225015,6,Как называется способность разворачиваться в естественных условиях с минимальным радиусом поворота?,Маневренность,,0
202225015,7,"Как называется техническая характеристика строительной машины, выражаемая в
количестве продукции (в массе, объеме или штуках), вырабатываемой в единицу
времени (час, смену, месяц, год)?",Производительность,Производительность,2
202225015,8,"Как называется совокупность силового оборудования, трансмиссии и систем управления, обеспечивающих приведение в действие механизмов машин и рабочих органов?",Привод,Привод ( Силовая установка),2
202225015,9,"Как называется передаточный механизм, который позволяет изменять по величине и направлению скорости, крутящие моменты и усилия?",Трансмиссия,Коробка передач (Вариатор),1
202225015,10,Как называется способность машины противостоять действию опрокидывающих сил?,Устойчивость,Устойчивость ( Опрокидывающая устойчивость),2
202225010,1,Как называется способность безотказной работы машины без вынужденных простоев из-за неисправности при правильном управлении и нормальных нагрузках?,Надежность,Способность машины работать безотказно， без вынужденных простоев из-за неисправности при правильном управлении и нормальных нагрузках， называется надёжностью.,2
202225010,2,"Как называется обеспечение минимального расхода энергоресурсов (электроэнергии или топлива), смазочных и других эксплуатационных материалов, а также трудозатрат на управление машиной и уход за ней?",Экономичность,Обеспечение минимального расхода энергоресурсов (электроэнергии или топлива)， смазочных и других эксплуатационных материалов， а также трудозатрат на управление машиной и уход за ней называется экономичностью эксплуатации.,2
202225010,3,Как называется возможность перемещения машины самоходом или перевозки ее на транспорте в собранном виде?,Транспортабельность,Возможность перемещения машины самоходом или перевозки её на транспорте в собранном виде называется мобильностью.,1
202225010,4,Как называется возможность удобного технического обслуживания и ремонта машины для поддержания ее в работоспособном состоянии?,Ремонтопригодность,,0
202225010,5,"Как называется способность преодолевать неровности местности, водные преграды, рыхлые грунты, снежный покров?",Проходимость,Привод строительной машины — это совокупность устройств и механизмов， предназначенных для преобразования и передачи энергии от источника к исполнительным органам машины， чтобы обеспечить её работу. Привод отвечает за выполнение рабочих операций， таких как движение， подъём， вращение， упорядочивание материалов и другие.,0
202225010,6,Как называется способность разворачиваться в естественных условиях с минимальным радиусом поворота?,Маневренность,Способность машины разворачиваться в естественных условиях с минимальным радиусом поворота называется манёвренностью.,2
202225010,7,"Как называется техническая характеристика строительной машины, выражаемая в
количестве продукции (в массе, объеме или штуках), вырабатываемой в единицу
времени (час, смену, месяц, год)?",Производительность,,0
202225010,8,"Как называется совокупность силового оборудования, трансмиссии и систем управления, обеспечивающих приведение в действие механизмов машин и рабочих органов?",Привод,,0
202225010,9,"Как называется передаточный механизм, который позволяет изменять по величине и направлению скорости, крутящие моменты и усилия?",Трансмиссия,,0
202225010,10,Как называется способность машины противостоять действию опрокидывающих сил?,Устойчивость,,0
202225012,1,Как называется способность безотказной работы машины без вынужденных простоев из-за неисправности при правильном управлении и нормальных нагрузках?,Надежность,,0
202225012,2,"Как называется обеспечение минимального расхода энергоресурсов (электроэнергии или топлива), смазочных и других эксплуатационных материалов, а также трудозатрат на управление машиной и уход за ней?",Экономичность,,0
202225012,3,Как называется возможность перемещения машины самоходом или перевозки ее на транспорте в собранном виде?,Транспортабельность,,0
202225012,4,Как называется возможность удобного технического обслуживания и ремонта машины для поддержания ее в работоспособном состоянии?,Ремонтопригодность,,0
202225012,5,"Как называется способность преодолевать неровности местности, водные преграды, рыхлые грунты, снежный покров?",Проходимость,Проходимость,2
202225012,6,Как называется способность разворачиваться в естественных условиях с минимальным радиусом поворота?,Маневренность,Маневренность,2
202225012,7,"Как называется техническая характеристика строительной машины, выражаемая в
количестве продукции (в массе, объеме или штуках), вырабатываемой в единицу
времени (час, смену, месяц, год)?",Производительность,,0
202225012,8,"Как называется совокупность силового оборудования, трансмиссии и систем управления, обеспечивающих приведение в действие механизмов машин и рабочих органов?",Привод,Силовая установка,1
202225012,9,"Как называется передаточный механизм, который позволяет изменять по величине и направлению скорости, крутящие моменты и усилия?",Трансмиссия,Коробка передач,1
202225012,10,Как называется способность машины противостоять действию опрокидывающих сил?,Устойчивость,Устойчивость,2
202225102,1,Как называется способность безотказной работы машины без вынужденных простоев из-за неисправности при правильном управлении и нормальных нагрузках?,Надежность,надёжность、юзабилити,2
