ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202323415,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323415,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,,0
202323415,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,,0
202323415,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,0.0287,1
202323415,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,13/1296,1
202323415,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,7/64,1
202323415,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,0.98415,1
202323415,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,11/32,1
202323413,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
202323413,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,,0
202323413,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323413,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,,0
202323413,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323413,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,0.1841,1
202323413,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.8038,1
202323413,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,0.1094,1
202323413,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.6651,1
202323413,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,0.8857,1
202323514,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323514,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323514,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323514,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323514,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,,0
202323514,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,7/64,1
202323514,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,7/64,1
202323514,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,0.98415,1
202323514,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,1
202323514,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,1/2,1
202323416,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323416,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323416,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,,0
202323416,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
202323416,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
202323416,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,1
202323416,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.8038,1
202323416,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,0.8906,1
202323416,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,0.5,1
202323416,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,0.1094,1
202323421,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323421,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,,0
202323421,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
202323421,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,,0
202323421,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,,0
202323421,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,da,1
202323421,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,da,1
202323421,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,net,1
202323421,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,da,1
202323421,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,da,1
202323608,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
202323608,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323608,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323608,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,,0
202323608,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
202323608,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,13.4%,1
202323608,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.8038,1
202323608,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,1
202323608,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.7368,1
202323608,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,10.9%,1
202323503,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,,0
202323503,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,,0
202323503,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323503,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323503,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
202323503,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,13/16,1
202323503,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,0.1562,1
202323503,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,1
202323503,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,57/67,1
202323503,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,7/67,1
202323418,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,,0
202323418,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323418,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
202323418,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,,0
202323418,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323418,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,13.35%,1
202323418,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,81.26%,1
202323418,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,10.94%,1
202323418,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,73.68%,1
202323418,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,50%,1
202323317,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,,0
202323317,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323317,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323317,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323317,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
202323317,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,0.474,1
202323317,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,1/2,1
202323317,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,57/64,1
202323317,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,1
202323317,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,7/64,1
Цю Юнтай,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
Цю Юнтай,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
Цю Юнтай,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
Цю Юнтай,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
Цю Юнтай,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,,0
Цю Юнтай,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,0.1841,1
Цю Юнтай,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,7/64,1
Цю Юнтай,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,11/32,1
Цю Юнтай,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,1/2,1
Цю Юнтай,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,7/729,1
202323614,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,,0
202323614,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323614,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323614,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323614,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,,0
202323614,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,7/64,1
202323614,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,1
202323614,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,11×5⁵/6⁶,1
202323614,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,1/2,1
202323614,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,1.5×（0.9）⁵,1
202323617,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,,0
202323617,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323617,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
202323617,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323617,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,,0
202323617,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,57/64,1
202323617,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,7/64,1
202323617,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.7599,1
202323617,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,7/64,1
202323617,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,1/2,1
202323613,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,,0
202323613,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323613,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323613,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323613,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
202323613,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,1
202323613,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,7/64,1
202323613,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,7/64,1
202323613,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,1/2,1
202323613,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,57/64,1
202323307,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323307,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323307,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
202323307,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,,0
202323307,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,,0
202323307,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,13/16,1
202323307,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,7/64,1
202323307,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.804,1
202323307,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,7/64,1
202323307,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,1/2,1
202323509,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
202323509,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,,0
202323509,2,"Вероятность появления события в каждом из 100 независимых испытаний постоянна и равна 0,55. Найти вероятность того, что событие появится менее чем в половине случаев.",24.75,,0
202323509,8,"Определить вероятность того, что в семье, имеющей шесть детей, не более четырех мальчиков, если вероятность рождения мальчика и девочки считать одинаковыми.",0.89,,0
202323509,10,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет менее трех раз.",0.49,,0
202323509,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,0.8125,2
202323509,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.665,1
202323509,4,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,0.804,1
202323509,3,"Вероятность падения бутерброда маслом вниз равна. Определить вероятность того, что из четырех одинаковых упавших бутербродов не более трех упадет маслом вниз.",0.76,0.7599,2
202323509,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,0.927,1
202323512,1,"Определить вероятность того, что в семье, имеющей пять детей, не более трех девочек, если вероятность рождения мальчика и девочки считать одинаковыми.",0.8125,,0
202323512,5,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более пяти раз.",0.0625,,0
202323512,6,"Монету бросают несколько раз. Найти вероятность того, что герб выпадет более четырех раз.",0.109,,0
202323512,7,"Игральный кубик брошен несколько раз. Определить вероятность того, что шестерка выпадет не более одного раза.",0.737,,0
202323512,9,"Вероятность поражения мишени при одиночном выстреле задана. Найти вероятность того, что при нескольких выстрелах мишень будет поражена не менее пяти раз.",0.885,,0
