ID студента,Вопрос №,Вопрос,Эталонный ответ,Ответ студента,Балл
202224009,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,C.для защиты,2
202224009,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,B.траншея,2
202224116,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224116,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224116,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224116,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,,0
202224116,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224116,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224116,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224116,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224116,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224116,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224116,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,C.строительных машин,2
202224116,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,B.создаваемый,2
202224116,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,C.материалу,1
202224116,7,Гидроизоляция – это защита … …,А. от воды,A.от воды,2
202224116,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,A.несущими,2
202224011,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224011,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224011,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224011,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224011,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224011,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224011,7,Гидроизоляция – это защита … …,А. от воды,,0
202224011,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224011,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,,0
202224011,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224011,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,C.ограждения,2
202224011,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,C.несущих,1
202224011,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,B.создаваемый,2
202224011,9,"Котлован, траншея, скважина – это виды …",А. выемок,B.выемка,2
202224011,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,C.материалу,2
202224219,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224219,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224219,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224219,7,Гидроизоляция – это защита … …,А. от воды,,0
202224219,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,,0
202224219,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224219,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224219,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
202224219,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
202224219,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224219,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,B.разделяющая,2
202224219,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,C.ограждения,2
202224219,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,C.для защиты,2
202224219,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,B.несущие,2
202224219,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,B.утеплённой,2
202224214,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224214,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224214,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224214,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
202224214,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224214,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224214,7,Гидроизоляция – это защита … …,А. от воды,,0
202224214,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224214,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224214,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
202224214,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,A.несущими,2
202224214,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,C.грунтом,2
202224214,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,B.траншея,2
202224214,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,C.строительных машин,2
202224214,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,A.при строительстве,2
202224306,7,Гидроизоляция – это защита … …,А. от воды,,0
202224306,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
202224306,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224306,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224306,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224306,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
202224306,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224306,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224306,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
202224306,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224306,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,B.разделяющая,2
202224306,9,"Котлован, траншея, скважина – это виды …",А. выемок,A.выемок,2
202224306,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,C.ограждения,2
202224306,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,C.грунтом,2
202224306,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,C.строительных машин,2
202224309,7,Гидроизоляция – это защита … …,А. от воды,,0
202224309,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224309,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
202224309,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224309,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224309,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224309,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,,0
202224309,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224309,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224309,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224309,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,C.разделённое,1
202224309,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,B.создаваемый,2
202224309,5,Кровля - … элемент покрытия здания.,В. верхний,C.верхний,2
202224309,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,C.строительных машин,2
202224309,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,C.материалу,1
202224123,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224123,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224123,7,Гидроизоляция – это защита … …,А. от воды,,0
202224123,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224123,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
202224123,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224123,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224123,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224123,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224123,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
202224123,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,C.для защиты,2
202224123,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,C.грунтом,2
202224123,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,B.утеплённой,2
202224123,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,B.создаваемый,2
202224123,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,C.подразделять на,1
202224318,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224318,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
202224318,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224318,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
202224318,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224318,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224318,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
202224318,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224318,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224318,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,,0
202224318,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,C.для защиты,2
202224318,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,B.разделяющая,2
202224318,7,Гидроизоляция – это защита … …,А. от воды,A.от воды,2
202224318,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,B.траншея,2
202224318,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,C.подразделять на,2
22224204,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
22224204,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
22224204,5,Кровля - … элемент покрытия здания.,В. верхний,,0
22224204,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
22224204,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
22224204,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
22224204,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
22224204,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
22224204,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
22224204,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
22224204,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,B.утеплённой,2
22224204,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,C.строительных машин,2
22224204,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,C.грунтом,2
22224204,7,Гидроизоляция – это защита … …,А. от воды,A.от воды,2
22224204,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,A.при строительстве,2
202224026,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
202224026,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
202224026,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
202224026,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224026,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224026,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224026,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224026,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224026,7,Гидроизоляция – это защита … …,А. от воды,,0
202224026,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224026,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,C.ограждения,2
202224026,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,B.траншея,2
202224026,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,B.утеплённой,2
202224026,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,C.грунтом,2
202224026,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,C.строительных машин,2
202224021,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224021,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224021,7,Гидроизоляция – это защита … …,А. от воды,,0
202224021,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224021,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224021,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224021,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,,0
202224021,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
202224021,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
202224021,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224021,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,B.утеплённой,2
202224021,5,Кровля - … элемент покрытия здания.,В. верхний,C.верхний,2
202224021,9,"Котлован, траншея, скважина – это виды …",А. выемок,A.выемок,2
202224021,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,B.траншея,2
202224021,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,C.материалу,1
202224303,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224303,7,Гидроизоляция – это защита … …,А. от воды,,0
202224303,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224303,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224303,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224303,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224303,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,,0
202224303,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,,0
202224303,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,,0
202224303,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224303,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,A.созданы,1
202224303,5,Кровля - … элемент покрытия здания.,В. верхний,C.верхний,2
202224303,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,C.грунтом,2
202224303,9,"Котлован, траншея, скважина – это виды …",А. выемок,A.выемок,2
202224303,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,A.при строительстве,2
202224020,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224020,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224020,7,Гидроизоляция – это защита … …,А. от воды,,0
202224020,5,Кровля - … элемент покрытия здания.,В. верхний,,0
202224020,6,"Кровля может быть …, дополнительно выполняя и теплоизоляционную функцию.",Б. утеплённой,,0
202224020,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
202224020,1,"Строительная конструкция, … здание на отдельные помещения, называется ограждающей.",Б. разделяющая,,0
202224020,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224020,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224020,15,По назначению строительные конструкции принято … … две большие группы: несущие и ограждающие конструкции.,В. подразделять на,,0
202224020,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,C.грунтом,2
202224020,2,"Ограждающие конструкции применяются … … помещений от ветра, шума, температуры, влаги.",В. для защиты,C.для защиты,2
202224020,9,"Котлован, траншея, скважина – это виды …",А. выемок,A.выемок,2
202224020,3,"Ограждающими называют конструкции, которые не являются … в составе здания.",А. несущими,C.несущих,1
202224020,14,"По … строительные конструкции подразделяют на бетонные, металлоконструкции, деревянные, каменные, полимерные и комбинированные.",В. материалу,C.материалу,1
202224111,12,Траншеи выкапывают … … фундаментов.,А. при строительстве,,0
202224111,10,"Вид выемки в грунте, который имеет длину большую, чем ширину и высоту (глубину) – это …",Б. траншея,,0
202224111,11,Выкапывание траншеи чаще всего выполняется с помощью … … (экскаваторов различных типов и другой техники).,В. строительных машин,,0
202224111,9,"Котлован, траншея, скважина – это виды …",А. выемок,,0
202224111,4,… - конструктивный элемент для ограничения людей в целях безопасности. … также могут быть декоративными.,В. ограждения,,0
202224111,8,"Породы, залегающие в верхней части земной коры, называются …",В. грунтом,,0
202224111,13,"Котлован – это тип земляного сооружения, … землеройными машинами и механизмами в виде выемки грунта ниже уровня земли.",Б. создаваемый,,0
